category_norm,category_title,occurrence_count,first_date,last_date,distinct_member_sets,fill_blank_occurrences,mean_expert_difficulty,mean_user_difficulty_calibrated,mean_failure_rate,mean_average_mistakes,merged_unique_items
ADAPT TO FIT ONE'S NEEDS,ADAPT TO FIT ONE'S NEEDS,1,2025-10-22,2025-10-22,1,0,2.8,3.113204977782467,0.419168,2.278513,4
ADDITIONAL BENEFIT,ADDITIONAL BENEFIT,1,2024-10-11,2024-10-11,1,0,2.4,2.3353237864873257,0.183224,1.619461,4
ADDITIONAL PERK,ADDITIONAL PERK,1,2025-07-21,2025-07-21,1,0,1.5,2.337580955741483,0.246713,1.558569,4
ADHERE,ADHERE,1,2025-11-20,2025-11-20,1,0,3.0,3.1228437945050707,0.386926,2.321845,4
ADJECTIVES FOR A DESERT,ADJECTIVES FOR A DESERT,1,2025-04-19,2025-04-19,1,0,3.0,2.172673751876456,0.202768,1.412779,4
ADJECTIVES FOR A SPORTS CAR,ADJECTIVES FOR A SPORTS CAR,1,2025-07-14,2025-07-14,1,0,3.0,2.7860119110114185,0.331674,1.989553,4
ADJECTIVES FOR ASSETS,ADJECTIVES FOR ASSETS,1,2024-07-02,2024-07-02,1,0,2.7,2.8826947183518765,0.36953,2.062936,4
ADJECTIVES FOR NICE SKIN,ADJECTIVES FOR NICE SKIN,1,2025-03-04,2025-03-04,1,0,4.3,4.095931449337618,0.63019,3.198173,4
ADJECTIVES USED IN GRAMMAR,ADJECTIVES USED IN GRAMMAR,1,2024-08-02,2024-08-02,1,0,3.4,3.511741802053506,0.52248,2.63374,4
ADVOCATE FOR,ADVOCATE FOR,1,2024-07-26,2024-07-26,1,0,2.6,3.0756892081689005,0.415864,2.238653,4
AESTHETIC,AESTHETIC,1,2026-04-08,2026-04-08,1,0,2.0,1.8458848374747503,0.124543,1.115015,4
AFFECT,AFFECT,1,2025-03-27,2025-03-27,1,0,4.2,4.145833402640437,0.655845,3.229933,4
AFFLICTION,AFFLICTION,1,2025-10-20,2025-10-20,1,0,3.3,3.557227630219487,0.52802,2.680534,4
AIRLINE CLASSES,AIRLINE CLASSES,1,2025-12-27,2025-12-27,1,0,2.7,3.0852984739655733,0.348613,2.31696,4
AIRPORT BOARD INFO,AIRPORT BOARD INFO,1,2025-07-03,2025-07-03,1,0,2.8,2.3518262403297125,0.23072,1.590952,4
AIRPORT FEATURES,AIRPORT FEATURES,1,2025-05-27,2025-05-27,1,0,2.3,2.6366745685322095,0.261853,1.887553,4
ALARM CLOCK BUTTONS,ALARM CLOCK BUTTONS,1,2024-08-18,2024-08-18,1,0,3.4,3.101512371707699,0.37471,2.309518,4
ALE STYLES,ALE STYLES,1,2024-07-31,2024-07-31,1,0,3.6,2.1352466350406805,0.212219,1.360266,4
ALERT,ALERT,1,2025-02-20,2025-02-20,1,0,4.0,1.9600244197361716,0.122671,1.248211,4
ALGEBRA TERMS,ALGEBRA TERMS,1,2024-11-09,2024-11-09,1,0,2.0,1.934844423408801,0.148581,1.19333,4
ALL-TIME GREAT,ALL-TIME GREAT,1,2024-08-11,2024-08-11,1,0,2.0,1.7119974143878758,0.117268,0.968245,4
ALLIANCE,ALLIANCE,1,2024-11-17,2024-11-17,1,0,3.3,2.919901941532934,0.334083,2.141192,4
ALOOF,ALOOF,1,2025-04-06,2025-04-06,1,0,3.5,2.3507832664733446,0.234472,1.586,4
ALSO,ALSO,1,2025-03-31,2025-03-31,1,0,2.2,1.8237746608646233,0.145035,1.069084,4
AMASS,AMASS,1,2025-08-10,2025-08-10,1,0,2.5,2.876260438802965,0.334613,2.09045,4
AMAZON ___,AMAZON ___,1,2024-10-18,2024-10-18,1,1,2.8,1.7861328652434123,0.123665,1.047145,4
AMBIENCE,AMBIENCE,1,2024-10-27,2024-10-27,1,0,3.3,3.0376336995846636,0.372638,2.238094,4
AMBLE (IN),AMBLE (IN),1,2026-04-21,2026-04-21,1,0,1.5,2.1829600815348877,0.212867,1.414515,4
AMOUNTS OF HAIR,AMOUNTS OF HAIR,1,2025-04-27,2025-04-27,1,0,3.2,3.1361903832870626,0.424343,2.299784,4
AMUSEMENT PARK RIDES,AMUSEMENT PARK RIDES,1,2024-06-21,2024-06-21,1,0,3.0,2.259244058534543,0.206678,1.508473,4
ANAGRAMS OF FAMOUS PAINTERS,ANAGRAMS OF FAMOUS PAINTERS,1,2024-11-07,2024-11-07,1,0,3.6,2.8871673379059355,0.343733,2.093879,4
ANAGRAMS OF MUSICAL INSTRUMENTS,ANAGRAMS OF MUSICAL INSTRUMENTS,1,2025-07-30,2025-07-30,1,0,3.0,2.3801933909331687,0.249249,1.605061,4
ANCIENT WRITING SURFACES,ANCIENT WRITING SURFACES,1,2024-07-25,2024-07-25,1,0,2.6,3.265985872277452,0.373655,2.499809,4
AND/TOGETHER WITH,AND/TOGETHER WITH,1,2025-04-01,2025-04-01,1,0,4.6,4.347280326418446,0.712361,3.405193,4
ANIMAL HOMES,ANIMAL HOMES,1,2025-11-23,2025-11-23,1,0,3.3,2.9705400605493737,0.349052,2.184485,4
ANIMAL METAPHORS IN ECONOMICS,ANIMAL METAPHORS IN ECONOMICS,1,2025-06-08,2025-06-08,1,0,2.5,2.84863379963753,0.332137,2.06114,4
ANIMALS ENDING WITH ANIMALS,ANIMALS ENDING WITH ANIMALS,1,2025-07-23,2025-07-23,1,0,2.8,2.0681608183093134,0.159662,1.335637,4
ANIMALS IN THE WITCHES' BREW IN “MACBETH”,ANIMALS IN THE WITCHES' BREW IN “MACBETH”,1,2025-04-09,2025-04-09,1,0,2.8,3.0030652002602176,0.353242,2.217717,4
ANIMALS MINUS STARTING LETTER,ANIMALS MINUS STARTING LETTER,1,2025-10-14,2025-10-14,1,0,2.8,3.5244130652635,0.484387,2.686412,4
ANNOUNCE,ANNOUNCE,1,2024-12-02,2024-12-02,1,0,3.0,3.5823450481154753,0.466447,2.771006,4
ANTHEM,ANTHEM,1,2026-02-01,2026-02-01,1,0,2.5,2.751007100957059,0.311032,1.96992,4
ANTI-SPIRIT OF CHRISTMAS,ANTI-SPIRIT OF CHRISTMAS,1,2025-04-10,2025-04-10,1,0,2.5,2.129107864751073,0.179301,1.386121,4
APARTMENT,APARTMENT,1,2026-01-06,2026-01-06,1,0,2.0,4.131570735154601,0.647208,3.22216,4
APPARATUS-BASED EXERCISE CLASSES,APPARATUS-BASED EXERCISE CLASSES,1,2026-03-12,2026-03-12,1,0,2.3,2.4150426240539535,0.213892,1.680514,4
APPARITION,APPARITION,1,2025-09-06,2025-09-06,1,0,2.3,2.4783693891779937,0.239861,1.727406,4
APPENDAGES,APPENDAGES,1,2025-09-27,2025-09-27,1,0,2.8,1.6211761201202082,0.077404,0.903614,4
APPLE PRODUCTS,APPLE PRODUCTS,1,2025-06-21,2025-06-21,1,0,3.5,4.17297592810754,0.650129,3.266878,4
APPOINTMENT SPECIFICATIONS,APPOINTMENT SPECIFICATIONS,1,2024-12-29,2024-12-29,1,0,2.0,1.6793784070299584,0.090275,0.957708,4
APPRECIATION,APPRECIATION,1,2024-11-28,2024-11-28,1,0,2.3,1.6948274572774134,0.128698,0.93706,4
APPROVAL,APPROVAL,1,2024-06-21,2024-06-21,1,0,3.0,2.259244058534543,0.206678,1.508473,4
APPROXIMATE,APPROXIMATE,1,2025-12-02,2025-12-02,1,0,2.0,2.9626473558913067,0.360048,2.164408,4
APPROXIMATELY,APPROXIMATELY,1,2024-12-26,2024-12-26,1,0,2.5,1.6178664164159993,0.090506,0.886704,4
AQUARIUM PURCHASES,AQUARIUM PURCHASES,1,2024-09-07,2024-09-07,1,0,3.4,2.7717953082042395,0.265639,2.039231,4
ARBITRATE,ARBITRATE,1,2025-06-10,2025-06-10,1,0,3.0,3.2499275514689026,0.410625,2.444363,4
ARC-SHAPED THINGS,ARC-SHAPED THINGS,1,2025-06-11,2025-06-11,1,0,3.3,3.555418939723568,0.468261,2.738212,4
ARCHERS,ARCHERS,1,2024-12-25,2024-12-25,1,0,2.5,3.3355730879743435,0.441927,2.511601,4
ARCHITECTURAL DRAWING TOOLS,ARCHITECTURAL DRAWING TOOLS,1,2025-03-21,2025-03-21,1,0,3.3,3.2275001369774636,0.393895,2.435289,4
ARE WE CLEAR?,ARE WE CLEAR?,1,2024-08-05,2024-08-05,1,0,2.6,1.6016690324266003,0.097135,0.861439,4
AREA OF EXPERTISE,AREA OF EXPERTISE,1,2024-11-19,2024-11-19,1,0,3.7,2.6880975253755666,0.311614,1.896957,4
AREA OF HIGH GROUND,AREA OF HIGH GROUND,1,2024-09-27,2024-09-27,1,0,3.6,3.049613992614814,0.387416,2.2371,4
AREAS OF LOW GROUND,AREAS OF LOW GROUND,1,2026-06-26,2026-06-26,1,0,2.8,1.8149780455310371,0.127108,1.07689,4
ARENA,ARENA,1,2025-08-23,2025-08-23,1,0,1.8,1.3198687953193395,0.051243,0.583104,4
ARISE,ARISE,1,2025-12-21,2025-12-21,1,0,1.5,3.242259955334835,0.417584,2.428582,4
"ART MOVEMENTS, WITH ""-ISM""","ART MOVEMENTS, WITH ""-ISM""",1,2026-01-05,2026-01-05,1,0,2.0,3.816330148777533,0.572593,2.934073,4
ARTHROPODS,ARTHROPODS,1,2025-08-04,2025-08-04,1,0,3.0,3.507897574247909,0.496216,2.655581,4
ASSIGNMENT,ASSIGNMENT,1,2024-09-02,2024-09-02,1,0,2.8,2.9301448139473507,0.3612,2.12586,4
ASSOCIATED PRINCIPLES IN CHINESE PHILOSOPHY,ASSOCIATED PRINCIPLES IN CHINESE PHILOSOPHY,1,2024-11-25,2024-11-25,1,0,3.0,2.7043853004325173,0.266455,1.960856,4
ASSOCIATED WITH 1960S COUNTERCULTURE,ASSOCIATED WITH 1960S COUNTERCULTURE,1,2026-05-03,2026-05-03,1,0,2.0,2.4971941981405603,0.2218,1.767126,4
ASSOCIATED WITH BLACK WIDOW SPIDERS,ASSOCIATED WITH BLACK WIDOW SPIDERS,1,2026-04-20,2026-04-20,1,0,1.3,2.81708470962727,0.342542,2.014436,4
ASSOCIATED WITH BULLS,ASSOCIATED WITH BULLS,1,2025-05-16,2025-05-16,1,0,4.0,2.906871721487373,0.347026,2.113257,4
ASSOCIATED WITH COUNT DRACULA,ASSOCIATED WITH COUNT DRACULA,1,2025-05-05,2025-05-05,1,0,3.3,2.058707129446215,0.152308,1.332114,4
ASSOCIATED WITH EARLY MORNING,ASSOCIATED WITH EARLY MORNING,1,2025-02-20,2025-02-20,1,0,4.0,1.9600244197361716,0.122671,1.248211,4
ASSOCIATED WITH FREUD,ASSOCIATED WITH FREUD,1,2025-07-02,2025-07-02,1,0,3.5,3.893702295167332,0.593926,3.001761,4
ASSOCIATED WITH GOOD LUCK,ASSOCIATED WITH GOOD LUCK,1,2025-03-01,2025-03-01,1,0,3.8,3.006636516573399,0.381939,2.193129,4
ASSOCIATED WITH HANSEL AND GRETEL,ASSOCIATED WITH HANSEL AND GRETEL,1,2026-06-05,2026-06-05,1,0,1.8,2.6847765227879137,0.328858,1.875892,4
ASSOCIATED WITH HARDNESS,ASSOCIATED WITH HARDNESS,1,2025-08-28,2025-08-28,1,0,2.3,1.8416859985579874,0.12207,1.112657,4
ASSOCIATED WITH OCTOPUSES,ASSOCIATED WITH OCTOPUSES,1,2026-04-24,2026-04-24,1,0,2.0,3.1323565852200295,0.428364,2.291352,4
ASSOCIATED WITH PHILADELPHIA,ASSOCIATED WITH PHILADELPHIA,1,2025-12-31,2025-12-31,1,0,2.5,2.2964460668463182,0.237009,1.520945,4
ASSOCIATED WITH POPEYE,ASSOCIATED WITH POPEYE,1,2025-01-20,2025-01-20,1,0,3.0,2.5960637739998704,0.276398,1.826283,4
ASSOCIATED WITH RAINBOWS,ASSOCIATED WITH RAINBOWS,1,2025-12-09,2025-12-09,1,0,2.7,3.504623505483793,0.482117,2.665913,4
ASSOCIATED WITH SCALES,ASSOCIATED WITH SCALES,1,2024-07-29,2024-07-29,1,0,3.3,3.234081302011147,0.410761,2.425995,4
ASSOCIATED WITH THE GAME THE OREGON TRAIL,ASSOCIATED WITH THE GAME THE OREGON TRAIL,1,2025-04-14,2025-04-14,1,0,3.4,3.2153381926673292,0.40462,2.410571,4
ASSOCIATED WITH THE GENIE IN “ALADDIN”,ASSOCIATED WITH THE GENIE IN “ALADDIN”,1,2025-02-07,2025-02-07,1,0,4.0,3.0237047837328657,0.361746,2.23296,4
ASSOCIATED WITH THE MOON,ASSOCIATED WITH THE MOON,1,2026-02-20,2026-02-20,1,0,3.5,3.0601628040270983,0.395771,2.240882,4
ASSOCIATED WITH THEODORE ROOSEVELT,ASSOCIATED WITH THEODORE ROOSEVELT,1,2026-02-22,2026-02-22,1,0,3.0,2.359138356207734,0.248707,1.581378,4
ASSOCIATED WITH TRICKS,ASSOCIATED WITH TRICKS,1,2025-07-27,2025-07-27,1,0,2.8,2.093537241379633,0.15702,1.367476,4
ASSOCIATED WITH “DOVE”,ASSOCIATED WITH “DOVE”,1,2024-07-12,2024-07-12,1,0,3.0,3.0005264280648416,0.391998,2.17604,4
ASSOCIATED WITH “THE DUDE” LEBOWSKI,ASSOCIATED WITH “THE DUDE” LEBOWSKI,1,2025-03-10,2025-03-10,1,0,3.3,3.633209144800795,0.509077,2.786898,4
ASTRONOMICAL TERMS PLUS A LETTER,ASTRONOMICAL TERMS PLUS A LETTER,1,2026-02-28,2026-02-28,1,0,2.8,2.820188425994846,0.34436,2.016189,4
AT SOME FUTURE POINT,AT SOME FUTURE POINT,1,2024-10-16,2024-10-16,1,0,3.0,2.6968072262211216,0.279656,1.938936,4
ATOMIC STRUCTURE TERMS,ATOMIC STRUCTURE TERMS,1,2026-04-05,2026-04-05,1,0,3.5,3.38442076853735,0.483485,2.526245,4
ATTACH WITH ADHESIVE,ATTACH WITH ADHESIVE,1,2025-08-02,2025-08-02,1,0,3.3,3.304322983802909,0.415721,2.501852,4
ATTAIN,ATTAIN,1,2024-11-25,2024-11-25,1,0,3.0,2.7043853004325173,0.266455,1.960856,4
ATTENDANTS,ATTENDANTS,1,2026-06-16,2026-06-16,1,0,2.0,2.2344447476647464,0.215421,1.471197,4
ATTIRE,ATTIRE,1,2025-11-13,2025-11-13,1,0,1.7,2.937254419068261,0.377345,2.117895,4
ATTRACT,ATTRACT,1,2024-10-21,2024-10-21,1,0,1.8,1.8837022003617832,0.128388,1.154681,4
ATTRACTIONS ICONICALLY DIFFERENT FROM THEIR ORIGINAL FORMS,ATTRACTIONS ICONICALLY DIFFERENT FROM THEIR ORIGINAL FORMS,1,2025-03-10,2025-03-10,1,0,3.3,3.633209144800795,0.509077,2.786898,4
ATTRIBUTE,ATTRIBUTE,1,2025-12-27,2025-12-27,1,0,2.7,3.0852984739655733,0.348613,2.31696,4
AUDIO APPS,AUDIO APPS,1,2024-10-28,2024-10-28,1,0,2.3,3.2393500582755674,0.399943,2.442875,4
AURA,AURA,1,2026-02-27,2026-02-27,1,0,2.0,1.9282111096822987,0.153344,1.180935,4
AUSTERE,AUSTERE,1,2025-04-28,2025-04-28,1,0,2.8,1.9283188836474567,0.124859,1.209544,4
AUTOMATIC GEAR SHIFTER POSITIONS,AUTOMATIC GEAR SHIFTER POSITIONS,1,2024-10-21,2024-10-21,1,0,1.8,1.8837022003617832,0.128388,1.154681,4
AVAILABLE,AVAILABLE,1,2025-09-05,2025-09-05,1,0,2.8,3.820132657628876,0.527031,2.98401,4
AVERAGE,AVERAGE,1,2025-03-30,2025-03-30,1,0,3.4,3.5391720144759917,0.483345,2.704435,4
AWESOME,AWESOME,1,2025-05-03,2025-05-03,1,0,4.3,4.008014837259935,0.619645,3.107565,4
BABY ANIMALS,BABY ANIMALS,1,2024-07-24,2024-07-24,1,0,2.4,3.104254523805067,0.332178,2.355205,4
BABY GEAR,BABY GEAR,1,2025-05-24,2025-05-24,1,0,1.6,2.767827661825638,0.322848,1.977457,4
BABY ___,BABY ___,1,2024-08-28,2024-08-28,1,1,3.7,3.264191957244499,0.428934,2.442466,4
BACK TALK,BACK TALK,1,2024-07-10,2024-07-10,1,0,2.7,2.1733299562610875,0.183498,1.432804,4
BACKING,BACKING,1,2025-09-28,2025-09-28,1,0,3.0,3.2053908295122167,0.415888,2.387858,4
BACKSTABBER,BACKSTABBER,1,2026-02-27,2026-02-27,1,0,2.0,1.9282111096822987,0.153344,1.180935,4
BACKWARDS ANIMALS,BACKWARDS ANIMALS,1,2025-11-26,2025-11-26,1,0,2.7,2.7117573873072804,0.277703,1.95809,4
BAD GOLF SHOTS,BAD GOLF SHOTS,1,2024-08-26,2024-08-26,1,0,3.0,2.3925109121768777,0.261484,1.606998,4
BAD THINGS FOR A WEBSITE TO DO,BAD THINGS FOR A WEBSITE TO DO,1,2025-06-17,2025-06-17,1,0,1.8,1.5234155731281698,0.075749,0.79279,4
BAD THINGS TO DO IN MODERN DATING,BAD THINGS TO DO IN MODERN DATING,1,2026-05-14,2026-05-14,1,0,2.0,2.0834464693192705,0.183803,1.329083,4
BAD-SMELLING,BAD-SMELLING,1,2025-03-24,2025-03-24,1,0,2.6,1.7681519959596235,0.124852,1.02527,4
BAFFLE,BAFFLE,1,2024-12-06,2024-12-06,1,0,2.8,2.8389784691622006,0.357347,2.024821,4
BALDERDASH,BALDERDASH,1,2026-04-21,2026-04-21,1,0,1.5,2.1829600815348877,0.212867,1.414515,4
BANALITY,BANALITY,1,2025-10-28,2025-10-28,1,0,2.3,2.4281719266158692,0.26328,1.646232,4
BANANA ___,BANANA ___,1,2025-10-16,2025-10-16,1,1,2.3,2.847673394544791,0.35132,2.040852,4
BANDS MINUS THE NUMBER FIVE,BANDS MINUS THE NUMBER FIVE,1,2025-03-17,2025-03-17,1,0,2.0,2.0709542499546196,0.15086,1.347653,4
BAR EVENTS,BAR EVENTS,1,2025-10-13,2025-10-13,1,0,3.3,1.4404835069390474,0.075822,0.697299,4
BAR FIXTURES,BAR FIXTURES,1,2024-12-19,2024-12-19,1,0,3.3,3.477440999352195,0.486147,2.630608,4
BAR ___,BAR ___,1,2025-03-21,2025-03-21,1,1,3.3,3.2275001369774636,0.393895,2.435289,4
BARB,BARB,1,2025-01-18,2025-01-18,1,0,3.0,2.442676216378431,0.222691,1.703509,4
BARREL-SHAPED CONTAINER,BARREL-SHAPED CONTAINER,1,2024-11-10,2024-11-10,1,0,3.0,1.9326854675261185,0.149202,1.190225,4
BASEBALL GREATS,BASEBALL GREATS,1,2025-04-17,2025-04-17,1,0,2.5,2.262949223159291,0.190783,1.528631,4
BASEBALL VENUES,BASEBALL VENUES,1,2025-04-04,2025-04-04,1,0,2.5,2.002809814759039,0.165115,1.254994,4
BASIC DIRECTIONS,BASIC DIRECTIONS,1,2024-07-26,2024-07-26,1,0,2.6,3.0756892081689005,0.415864,2.238653,4
BASIC ELECTRICITY TERMS,BASIC ELECTRICITY TERMS,1,2026-04-18,2026-04-18,1,0,1.5,1.562966880051415,0.086425,0.82762,4
BASIC GEOMETRIC CALCULATIONS,BASIC GEOMETRIC CALCULATIONS,1,2025-09-22,2025-09-22,1,0,2.3,1.7234240621292707,0.140033,0.958627,4
BASKETBALL MOVES,BASKETBALL MOVES,1,2025-07-07,2025-07-07,1,0,2.3,2.8119689228617837,0.296548,2.054544,4
"BATMAN'S ""BAT"" THINGS","BATMAN'S ""BAT"" THINGS",1,2026-01-21,2026-01-21,1,0,2.3,3.130102023400513,0.410633,2.306489,4
BBQ OFFERING,BBQ OFFERING,1,2025-05-02,2025-05-02,1,0,4.0,3.4610393663159233,0.481206,2.616678,4
BE ADJACENT TO,BE ADJACENT TO,1,2026-03-03,2026-03-03,1,0,2.3,2.0476594288726346,0.191694,1.280017,4
BE AT LEISURE,BE AT LEISURE,1,2025-03-03,2025-03-03,1,0,3.3,2.7332930591515243,0.310471,1.9501,4
BE CONTINGENT (ON),BE CONTINGENT (ON),1,2025-01-10,2025-01-10,1,0,2.3,2.593370294015799,0.257588,1.841994,4
BE IN CHARGE OF,BE IN CHARGE OF,1,2025-02-07,2025-02-07,1,0,4.0,3.0237047837328657,0.361746,2.23296,4
BE IN COMMISSION,BE IN COMMISSION,1,2024-08-10,2024-08-10,1,0,3.4,3.017804159140462,0.395012,2.192905,4
BE INDECISIVE,BE INDECISIVE,1,2025-02-28,2025-02-28,1,0,2.8,1.7346768808946038,0.135025,0.976582,4
BE ON BOTH SIDES OF,BE ON BOTH SIDES OF,1,2025-03-28,2025-03-28,1,0,3.0,2.111803190184163,0.166318,1.379194,4
BE OSTENTATIOUS,BE OSTENTATIOUS,1,2025-06-03,2025-06-03,1,0,2.3,2.849980105057125,0.334969,2.059857,4
BEACHY AREA,BEACHY AREA,1,2025-09-15,2025-09-15,1,0,2.8,1.4736144406314655,0.062197,0.749043,4
BEAR IN MIND,BEAR IN MIND,1,2025-12-09,2025-12-09,1,0,2.7,3.504623505483793,0.482117,2.665913,4
BEER BRANDS,BEER BRANDS,1,2026-04-01,2026-04-01,1,0,2.0,2.8326710847658134,0.331125,2.043786,4
"BEERS, FAMILIARLY","BEERS, FAMILIARLY",1,2024-08-15,2024-08-15,1,0,3.2,2.9698256234577616,0.312857,2.219858,4
BEGINNING,BEGINNING,1,2025-09-03,2025-09-03,1,0,2.8,1.633244196783269,0.096233,0.89867,4
BEGINNING WITH DOUBLE LETTERS,BEGINNING WITH DOUBLE LETTERS,1,2024-08-04,2024-08-04,1,0,2.6,2.042744414574499,0.181532,1.284524,4
BEGINNING WITH NUMBER HOMOPHONES,BEGINNING WITH NUMBER HOMOPHONES,1,2025-12-09,2025-12-09,1,0,2.7,3.504623505483793,0.482117,2.665913,4
BEGINNING WITH SYNONYMS FOR REAR END,BEGINNING WITH SYNONYMS FOR REAR END,1,2024-06-21,2024-06-21,1,0,3.0,2.259244058534543,0.206678,1.508473,4
BEHALF,BEHALF,1,2024-09-12,2024-09-12,1,0,3.2,3.020568909004718,0.36094,2.230158,4
BEHEMOTH,BEHEMOTH,1,2025-09-11,2025-09-11,1,0,2.0,1.2625964934315173,0.037825,0.530627,4
BEIGE SHADES,BEIGE SHADES,1,2024-08-23,2024-08-23,1,0,3.6,3.129426697828515,0.406206,2.310139,4
"BELOVED, AS A FRIEND","BELOVED, AS A FRIEND",1,2024-12-24,2024-12-24,1,0,2.6,3.7017725078286836,0.548183,2.826678,4
BENCHMARK,BENCHMARK,1,2026-01-02,2026-01-02,1,0,2.3,2.967536295843033,0.352498,2.177583,4
BEND UNDER PRESSURE,BEND UNDER PRESSURE,1,2025-02-24,2025-02-24,1,0,4.0,3.723747966982363,0.514668,2.885477,4
BENEFACTOR,BENEFACTOR,1,2026-04-11,2026-04-11,1,0,2.5,2.1553551709914607,0.172479,1.423142,4
BEST ACTOR-WINNING BIOPICS,BEST ACTOR-WINNING BIOPICS,1,2025-10-25,2025-10-25,1,0,2.3,2.978057294619148,0.352874,2.189312,4
BEST ACTRESS OSCAR WINNERS,BEST ACTRESS OSCAR WINNERS,1,2025-11-18,2025-11-18,1,0,2.3,2.4869504565812637,0.265705,1.711435,4
BEST ANIMATED FEATURE OSCAR WINNERS,BEST ANIMATED FEATURE OSCAR WINNERS,1,2025-10-02,2025-10-02,1,0,2.0,2.397513710107924,0.218289,1.655949,4
BEST FEMALE ROCK PERFORMANCE GRAMMY WINNERS,BEST FEMALE ROCK PERFORMANCE GRAMMY WINNERS,1,2025-06-05,2025-06-05,1,0,3.5,2.5164440189495973,0.23053,1.780544,4
BEST PICTURE WINNERS SINCE 2000,BEST PICTURE WINNERS SINCE 2000,1,2025-05-28,2025-05-28,1,0,3.0,3.8066426599416325,0.544416,2.951104,4
BEST YEARS,BEST YEARS,1,2025-10-24,2025-10-24,1,0,2.5,2.176988187062299,0.173877,1.446634,4
BESTOW,BESTOW,1,2025-08-08,2025-08-08,1,0,2.8,3.283446992922818,0.4264,2.467154,4
BEVERAGE SELF-SERVICE ITEMS,BEVERAGE SELF-SERVICE ITEMS,1,2025-06-25,2025-06-25,1,0,3.0,2.5547150754641503,0.233345,1.821762,4
BEVERAGES,BEVERAGES,1,2024-10-03,2024-10-03,1,0,3.7,3.449918657572397,0.453754,2.631335,4
BIBLICAL FIGURES PLUS STARTING LETTER,BIBLICAL FIGURES PLUS STARTING LETTER,1,2025-12-17,2025-12-17,1,0,2.7,2.294773832096608,0.212015,1.544015,4
BIG IMPRESSION,BIG IMPRESSION,1,2025-07-07,2025-07-07,1,0,2.3,2.8119689228617837,0.296548,2.054544,4
BIKE ACCESSORIES,BIKE ACCESSORIES,1,2025-12-30,2025-12-30,1,0,2.3,2.1417547919044186,0.169762,1.410211,4
BILLIARDS TERMS,BILLIARDS TERMS,1,2026-05-31,2026-05-31,1,0,2.0,2.6617615663573875,0.33041,1.84786,4
BINARY QUESTION OPTIONS,BINARY QUESTION OPTIONS,1,2025-08-27,2025-08-27,1,0,2.0,1.3178428186033444,0.040757,0.591259,4
BIOLOGICAL BUILDING BLOCKS,BIOLOGICAL BUILDING BLOCKS,1,2024-07-06,2024-07-06,1,0,3.2,2.349372644332606,0.232602,1.586247,4
BIOLOGICAL STRUCTURES,BIOLOGICAL STRUCTURES,1,2025-12-29,2025-12-29,1,0,2.3,1.440046327064253,0.063103,0.709515,4
BIOPICS,BIOPICS,1,2024-08-10,2024-08-10,1,0,3.4,3.017804159140462,0.395012,2.192905,4
BIRD ONOMATOPOEIA,BIRD ONOMATOPOEIA,1,2024-10-12,2024-10-12,1,0,2.4,1.8736531472556748,0.16784,1.103667,4
BIRD PLUS LETTER,BIRD PLUS LETTER,1,2025-01-14,2025-01-14,1,0,3.3,2.269878046145098,0.223543,1.503843,4
BIRDS,BIRDS,1,2025-10-12,2025-10-12,1,0,2.0,1.4258332008365944,0.071938,0.684327,4
BIRDS MINUS LAST LETTER,BIRDS MINUS LAST LETTER,1,2025-06-25,2025-06-25,1,0,3.0,2.5547150754641503,0.233345,1.821762,4
BIRDS THAT ARE VERBS,BIRDS THAT ARE VERBS,1,2025-02-02,2025-02-02,1,0,3.0,3.992448452453638,0.611442,3.097858,4
BIT OF A RESPONSE TO STRONG EMOTIONS,BIT OF A RESPONSE TO STRONG EMOTIONS,1,2026-01-08,2026-01-08,1,0,3.0,2.580636452374423,0.253841,1.83109,4
BIT OF ADVICE,BIT OF ADVICE,1,2024-07-08,2024-07-08,1,0,2.3,1.9858197706387999,0.179898,1.220663,4
BIT OF BREAKFAST CEREAL,BIT OF BREAKFAST CEREAL,1,2024-10-16,2024-10-16,1,0,3.0,2.6968072262211216,0.279656,1.938936,4
BIT OF CEREAL,BIT OF CEREAL,1,2026-06-05,2026-06-05,1,0,1.8,2.6847765227879137,0.328858,1.875892,4
BIT OF CITRUS GARNISH,BIT OF CITRUS GARNISH,1,2025-02-03,2025-02-03,1,0,3.8,3.1390785517243227,0.39749,2.32996,4
BIT OF EXCITEMENT,BIT OF EXCITEMENT,1,2024-08-03,2024-08-03,1,0,3.0,2.1211586656757864,0.206519,1.349757,4
BIT OF LAND FOR GROWING,BIT OF LAND FOR GROWING,1,2024-09-23,2024-09-23,1,0,3.3,3.4898019778399196,0.454705,2.676272,4
BIT OF MAGIC,BIT OF MAGIC,1,2026-01-01,2026-01-01,1,0,2.5,3.1023988994856118,0.419775,2.265473,4
BIT OF NEWSPAPER WRITING,BIT OF NEWSPAPER WRITING,1,2024-10-20,2024-10-20,1,0,2.0,2.0582117168644407,0.181713,1.302139,4
BIT OF PARTY DECORATION,BIT OF PARTY DECORATION,1,2024-09-24,2024-09-24,1,0,3.0,3.0438011516553214,0.317727,2.300101,4
BIT OF SPORTS BAR FARE,BIT OF SPORTS BAR FARE,1,2025-09-20,2025-09-20,1,0,3.3,3.384847518673581,0.44349,2.566731,4
